node,in_degree,out_degree,degree,betweenness,closeness,eigenvector,pagerank
35,1,1,2,0.013917652859960555,0.0770031932061392,0.004360606438688207,0.003843963370979388
36,1,1,2,0.027020438352855926,0.08711302163582924,0.0040360891373734924,0.006686967495484623
37,3,1,4,0.012445630783542869,0.09535941266710497,0.008587487978285124,0.008283174621220407
38,2,1,3,0.030031630692027977,0.09204774771693401,0.0030679606586124153,0.0051463459008118054
39,3,2,5,0.03860359725744342,0.11043176390450475,0.007245638161472181,0.006789246248408802
40,6,1,7,0.04863301586410208,0.10982248520710058,0.2790006846952936,0.01717569885042802
41,5,3,8,0.05585841203973073,0.1145630241369035,0.33837849364132144,0.00840757938351588
42,3,4,7,0.053970504210888816,0.10300297771687959,0.3092512764965613,0.005297689196528031
43,1,1,2,0.03683314548699164,0.09975369458128078,0.057569320142318504,0.0035322994986238666
44,3,5,8,0.04974154356022488,0.09592927924716618,0.30214022993101375,0.0070324073930654474
45,2,2,4,0.02514418324857886,0.0940766550522648,0.036386444012066164,0.007158429881867467
46,2,2,4,0.023715936078573436,0.014088475626937163,0.05243099878961245,0.004863641748333608
47,0,1,1,0.0,0.0,0.0010781114053552902,0.001150165813278664
48,2,1,3,0.0007396449704142012,0.013313609467455622,0.006524837194128836,0.0026365650027006717
49,1,1,2,0.004966187658495351,0.011834319526627219,0.0011100928777836216,0.003391050771345474
50,1,1,2,0.004825302902225979,0.009467455621301775,0.0009301793204629619,0.0026225075912292032
51,1,1,2,0.013164506433737204,0.05831968082030724,1.396172863805202e-06,0.006108114457786577
52,3,2,5,0.014715412792335866,0.10745114949412676,0.005142793161085452,0.006316008685017092
53,1,1,2,0.013674039635578096,0.057128723713574726,7.703966281967183e-09,0.00704447800136175
54,1,1,2,0.009122287968441814,0.01137915339098771,0.000188882698277929,0.004032173461098423
55,1,1,2,0.017794918756457216,0.06099100132767297,3.6839092731032175e-08,0.006934672535804993
56,1,1,2,0.013207945900253593,0.011211460604173154,3.224895157015834e-05,0.0045770023261509744
57,1,1,2,0.017223161453930682,0.011151570323167957,6.155421503801415e-06,0.005039965806121764
58,1,1,2,0.029734901850286464,0.0775142455210768,7.429624684762072e-06,0.006475865973628453
59,1,1,2,0.03357401145862684,0.08564504422492589,4.36695239010083e-05,0.006265079607859383
60,1,1,2,0.028846153846153844,0.011164452383610584,0.00013988775865607264,0.006051080989312216
61,2,1,3,0.0094392786700479,0.062169994564107184,8.874616667838487e-09,0.012324060582704422
62,2,2,4,0.04409365817332852,0.09733655473734464,0.0005724249229646068,0.00599857790334965
63,1,0,1,0.0,0.055274639890024506,2.4944830930331046e-10,0.011036617375755188
64,1,1,2,0.0047548605240912934,0.058481690177001375,1.5086359957608324e-09,0.011623910508707659
65,1,2,3,0.004684418145956607,0.005917159763313609,0.006520299457119219,0.0021278427193169697
66,1,1,2,0.021845355499201653,0.06553187299143311,2.1509482344146362e-07,0.006805968437430766
67,1,1,2,0.025825349863811402,0.0709467948307377,1.2640307928671735e-06,0.006654734710925755
68,1,1,2,0.02116793462947309,0.01113818308388444,4.97836212864249e-06,0.005433196437136929
69,1,1,2,0.02504226542688081,0.011146277693683777,2.3953166276293874e-05,0.005767172826081042
70,2,1,3,0.03734267868883253,0.09597156398104265,0.00025667886314867226,0.006017231118683725
71,2,1,3,0.00665680473372781,0.0637058058753831,4.241042169721968e-08,0.009578597314360927
72,1,3,4,0.008734854888701042,0.007889546351084811,0.03183110691586234,0.002054491640649146
73,1,1,2,0.008973184934723396,0.054841620567034385,2.3786530939037615e-07,0.006343192283539115
74,1,1,2,0.0089461820231051,0.009861932938856014,0.00020864480624228332,0.0033791535940643808
75,1,1,2,0.017285385554616325,0.062373233652379435,8.206034941352999e-06,0.005832579614081987
76,3,1,4,0.027020438352855926,0.09866332314144725,0.004233752768543864,0.00651411744164785
77,2,3,5,0.019009630479410698,0.09639382781494905,0.005690250232232774,0.005674399203360803
78,1,2,3,0.019662438446779108,0.011834319526627219,0.010870380534396437,0.00532630446606352
79,1,1,2,0.014343829247675398,0.0743926807201227,0.00021937943765204074,0.006069109024496658
80,1,1,2,0.018394265990419836,0.08145651506749009,0.001282986956161778,0.005785954014809801
81,1,1,2,0.016976613130459284,0.010355029585798817,0.0017973289209311134,0.004568364488668704
82,1,1,2,0.012996618765849535,0.01014370245139476,0.0003316815689726384,0.004022105559546599
83,1,1,2,0.02922536864844557,0.07987883642353101,0.0016663560274936063,0.004680497739644194
84,1,1,2,0.024725274725274724,0.010650887573964499,0.061937555017692665,0.005427057924397886
85,2,2,4,0.00973513665821358,0.09759036144578312,0.007449447847586262,0.006740393921375838
86,1,1,2,0.015647222893102015,0.01208086785009862,0.0018574344898567854,0.004914271066110073
87,1,1,2,0.025315816661970508,0.07288887989026174,0.00028350201184242487,0.005128641108881578
88,1,1,2,0.02133582229736076,0.067157469840833,4.8233025850972334e-05,0.00550896850969541
89,1,2,3,0.008593970132431671,0.009467455621301775,0.007124074837064158,0.0021732578869905024
90,2,1,3,0.0060228233305156375,0.1001109909298495,0.0014151635406276244,0.005349885746763502
91,1,2,3,0.006445477599323754,0.008875739644970414,0.001330261065442834,0.002407547446414088
92,3,3,6,0.0438829503125784,0.10421636358003654,0.012802749700800892,0.009380268445758346
93,2,2,4,0.022374260355029586,0.09023668639053255,0.00753998486570196,0.010906024427336474
94,1,1,2,0.011561564961290237,0.012530455969369997,0.000363179407265057,0.004429080632632497
95,1,1,2,0.01022295012679628,0.0685872561585869,4.379580591672757e-05,0.006310208482045859
96,2,1,3,0.007405464651343772,0.013448090371167292,0.0003390347064288824,0.0038580699340626644
97,1,1,2,0.02800454277102628,0.08443404217937213,0.0050389374972049945,0.003972135467135432
98,2,2,4,0.023420329670329667,0.07698229407236336,4.5492789953065476e-05,0.018310502739911208
99,1,1,2,0.020886165116934346,0.010519395134779749,0.010538366488398322,0.005032539988064505
100,1,1,2,0.03306447825678595,0.08859197047782656,0.009794436360262454,0.00415284395778718
101,2,3,5,0.029096399632113912,0.07730223473315331,0.002776512407924086,0.005678251417960574
102,1,1,2,0.008312200619892927,0.0875563576454609,0.0003115678428802195,0.0062553868462370855
103,1,1,2,0.004156100309946464,0.005917159763313609,8.806458487239875e-05,0.0021278427193169697
104,1,3,4,0.007182061680688053,0.0115480053445314,0.024674375813817817,0.0033603736491202253
105,1,1,2,0.0034133944504823634,0.011602274045712959,0.005973787467998823,0.002600552832349512
106,3,2,5,0.011020123039353806,0.09231761626536664,0.007931569987996358,0.015792345831051626
107,1,2,3,0.002910318466637148,0.011689998556790301,0.01145443517088892,0.00341325472926276
108,4,3,7,0.043548575966158375,0.09965119120794483,0.0866030889113206,0.010330207873653767
109,3,2,5,0.032276293901927884,0.1140706329156847,0.0058392419059827925,0.008656569199641357
110,1,1,2,0.015514933784164553,0.08730405896397798,0.0001735135866326798,0.005254390061320175
111,1,1,2,0.038387825544418976,0.08626359888965104,0.0015762336506838837,0.003699668305771404
112,1,1,2,0.018552551691287958,0.01014370245139476,0.04571399220687046,0.00310564068591185
113,1,1,2,0.024998238940546633,0.08727810650887574,0.007679868499345874,0.005488513572752047
114,1,1,2,0.028837348548887008,0.09806295399515738,0.04514018771715297,0.005103245310552018
115,1,1,2,0.014607778515745547,0.009861932938856014,0.007788937850022234,0.00230072423965814
116,1,1,2,0.021088686954071567,0.07882681035586457,0.0013068141031545115,0.005816323482525877
117,4,2,6,0.040948468249292436,0.10435295121251366,0.2654358155233154,0.007609774882690716
118,1,2,3,0.013524936601859678,0.008875739644970414,0.00029461621224630944,0.003664929079549512
119,1,1,2,0.018455903071287687,0.07101005503372368,7.739820900335946e-06,0.008932777067320949
120,1,1,2,0.013947590870667792,0.06600550045837153,1.3167974085321622e-06,0.008743600857110354
121,1,1,2,0.004578754578754578,0.005917159763313609,8.52058919685635e-06,0.0021278427193169697
122,1,1,2,0.009368836291913214,0.061751409470946574,2.2402530839022255e-07,0.008582874889043293
123,0,1,1,0.0,0.0,1.4088531445417022e-06,0.001150165813278664
124,2,4,6,0.04535152552904031,0.10730633662418858,0.2688187473237333,0.005573398920171089
125,1,1,2,0.03659874923611187,0.09141366449500335,0.04595878739027754,0.004384254880796159
126,1,1,2,0.04159283763573702,0.09226106810561753,0.04663805557207874,0.003797124976438153
127,2,3,5,0.044481838369201006,0.11589709137576117,0.01251788664712571,0.006131748909077287
128,3,2,5,0.03930097680097679,0.08390021261870172,0.00019028706578693891,0.011156312670246858
129,1,2,3,0.00021132713440405747,0.005917159763313609,0.00014706048361729757,0.0014760581152914324
130,1,1,2,0.008747405931471866,0.08524201364016687,0.0027313752867175805,0.008191339362755514
131,1,0,1,0.0,0.08312043645234132,0.0013114606350013874,0.007862751581729473
132,2,1,3,0.008453085376162298,0.09499119352476697,0.00036704096191133683,0.007032821878406736
133,1,2,3,0.008523527754296984,0.007889546351084811,0.00032734708948561864,0.002958817468019628
134,1,1,2,0.004261763877148492,0.08510131247021077,6.239494399687198e-05,0.007128695372280866
135,1,1,2,0.0042969850662158355,0.005917159763313609,5.5647204087633564e-05,0.0021278427193169697
136,1,0,1,0.0,0.07725526834838575,1.0316811551676078e-05,0.007210243530909693
137,3,1,4,0.012362637362637362,0.09842041312272173,0.0018313633002581375,0.0060066104498186276
138,0,1,1,0.0,0.0,9.20109356901606e-06,0.001150165813278664
139,1,1,2,0.042917018878557346,0.08099827240605079,0.009019659530954746,0.0030846796121152213
140,1,1,2,0.00908706677937447,0.007889546351084811,5.012273518543542e-05,0.002958817468019628
141,1,1,2,0.00471963933502395,0.05809104467471798,3.808306979188369e-08,0.008444192827289407
142,1,0,1,0.0,0.05490847081791778,6.296918132199284e-09,0.00832411691660728
143,1,2,3,0.00885225885225885,0.0889623483521206,0.00018439058487746248,0.0039641039049359275
144,2,1,3,0.01731825866441251,0.08143322475570033,0.00022359977399626356,0.013876983798974462
145,1,2,3,0.011276147539883803,0.009467455621301775,0.0013926490759923337,0.002707511507683188
146,2,2,4,0.018758805297266836,0.09151873767258382,0.022248041787363032,0.006899470847463626
147,3,3,6,0.04457482305115441,0.09422639263331115,0.028952611982806038,0.005683543273690233
148,3,2,5,0.03151511695467738,0.09558379564843687,0.027698428552983063,0.006639820122832857
149,3,2,5,0.04911960573942818,0.10545867784787805,0.013243094260720822,0.006228799176158251
150,1,2,3,0.00948271813656429,0.05380381343625668,9.753649992385531e-09,0.007140212355807066
151,3,3,6,0.04042429512896549,0.10518005518513597,0.1179865762164038,0.010870138096712754
152,3,3,6,0.03051707780416571,0.0968628975366763,0.12072318380214152,0.007126913235950436
153,4,3,7,0.05884932375316991,0.08673344419950754,0.000692779449744858,0.008931415239228961
154,3,2,5,0.021112545116665993,0.1016874863028709,0.0008629351607709761,0.006621571487218293
155,3,1,4,0.029938010707241475,0.07413529029343383,6.0005713740013285e-05,0.009713068635950436
156,1,1,2,0.0003522118906734291,0.007889546351084811,2.6297893123531145e-05,0.00177750005774826
157,1,1,2,0.013917652859960546,0.08579881656804733,0.020682218933436823,0.0031693397401637824
158,1,1,2,0.027020438352855922,0.07798364522541422,0.020176071374470826,0.006834074754499698
159,1,1,2,0.0006339814032121725,0.008875739644970414,0.005416977636959197,0.0017322391753301896
160,3,1,4,0.028159340659340656,0.0820838162630391,5.5200552690221856e-05,0.009197891777765008
161,1,1,2,0.015514933784164553,0.09890844941012164,0.0009941905761895252,0.004828754578495038
162,3,5,8,0.07362134535105791,0.09733655473734464,0.17404892688253468,0.01839877978343343
163,2,1,3,0.008030431107354184,0.013524936601859678,0.00059385100141369,0.0034306395201259264
164,1,1,2,0.030404104442565978,0.09592927924716618,0.0013528534695488488,0.0040353858397926224
165,3,3,6,0.030762576216401254,0.0952407915970669,0.0030450070797587757,0.007078935972540416
166,1,0,1,0.0,0.07220940728111523,8.75756946532126e-06,0.006647898582329427
167,3,3,6,0.06359932039877095,0.10788794278475328,0.0009362711470135584,0.00817967889273972
168,1,3,4,0.042917018878557346,0.07318134354333448,0.0019247932754249133,0.0037720963497387366
169,4,3,7,0.0491435298757784,0.11991159905895772,0.30925330056023675,0.009502920518869229
